_RAJ2000;_DEJ2000;Vmag;Sp;Rad;r_Diam
075.6196;+41.0758; 4.93;K4IB          ; 1.3e+02;W27
075.6196;+41.0758;     ;B6+V          ; 5.1e+00;W27
075.6196;+41.0758; 4.93;K4IB          ; 1.6e+02;H3
075.6196;+41.0758; 4.93;K4II          ; 1.6e+02;P2
075.6196;+41.0758; 3.75;K4IB          ; 1.5e+02;D20
075.6196;+41.0758; 3.94;K0+B1         ; 1.2e+01;H1
075.6196;+41.0758;     ;B6            ; 3.7e+00;P3
075.6196;+41.0758; 4.93;K5            ; 2.9e+02;P4
075.6196;+41.0758;     ;B8            ; 7.0e+00;W4
075.6196;+41.0758; 5.07;K4I           ; 2.0e+02;P3
075.6196;+41.0758;     ;B8            ; 4.0e+00;P4
073.8750;-67.5000;13.11;WN3P          ; 2.5e+00;K21
075.2042; -5.7536; 6.22;K3V           ; 8.1e-01;J3
075.2042; -5.7536; 6.22;K3V           ; 9.3e-01;L6
075.2042; -5.7536; 6.22;K3V           ;        ;O6
075.8275;+41.4417; 6.14;A2III         ; 4.5e+00;W1
075.3596; -7.1739; 4.81;B3V           ; 4.7e+00;U4
075.3596; -7.1739; 4.80;B2V           ; 4.5e+00;W1
075.5000; +1.6089; 5.90;B7V           ; 3.1e+00;F3
075.7738;+21.5900; 4.64;A7V           ; 1.8e+00;W1
075.7738;+21.5900; 4.70;A5            ; 1.1e+00;H1
075.7738;+21.5900; 4.64;A7V           ; 1.2e+00;F1
075.3567;-20.0519; 4.91;B9.5V         ; 2.7e+00;U4
075.3567;-20.0519; 4.90;B9            ; 3.1e+00;W1
076.5354;+58.9725; 5.22;B2V           ; 4.5e+00;W1
076.2646;+41.2886; 8.50;B5V           ; 4.6e+00;M8
076.2646;+41.2886;     ;B5V           ; 4.6e+00;C11
076.2646;+41.2886; 8.50;B5V           ; 4.4e+00;C11
076.2646;+41.2886;     ;B5V           ; 4.6e+00;S20
076.2646;+41.2886; 8.50;B5V           ; 5.3e+00;S20
076.2646;+41.2886;     ;B5V           ; 4.6e+00;M8
076.2646;+41.2886;     ;B5            ; 3.9e-01;K3
076.2646;+41.2886; 8.50;B5            ; 4.2e-01;K3
076.2646;+41.2886;     ;B5V           ; 3.9e+00;C11
076.2646;+41.2886; 8.50;B5V           ; 5.3e+00;C11
073.7967;-74.9369; 5.46;K6III         ;        ;W1
075.6183;-21.2567; 8.29;M1V           ; 6.3e-01;J3
075.6183;-21.2567;10.70;              ; 3.9e-01;J3
075.6183;-21.2567; 8.45;M0V           ;        ;O6
075.3937;-39.7181; 6.02;G5            ; 1.1e+01;W1
076.1583;+27.6961; 6.49;A7V           ; 1.3e+00;F3
076.1583;+27.6961; 6.48;A7V           ; 1.8e+00;W1
075.5950;-31.7714; 5.93;G8III         ; 1.3e+01;W1
076.6692;+51.5978; 4.98;F0V           ; 1.1e+00;J3
076.6692;+51.5978;13.00;              ; 3.8e-01;J3
076.6692;+51.5978; 9.43;              ; 7.0e-01;J3
076.6692;+51.5978; 4.88;F0V           ; 1.2e+00;F3
076.6692;+51.5978; 4.99;F0            ; 1.6e+00;H1
076.1421;+15.4042; 4.65;B9            ;        ;H1
076.1421;+15.4042; 4.68;B9V           ; 3.6e+00;U4
076.1421;+15.4042; 4.68;A0P           ;        ;G28
076.5037;+35.9364; 6.49;A5V           ; 1.3e+00;F4
076.6287;+41.2344; 3.17;B3V           ;        ;M14
076.6287;+41.2344; 3.28;B3            ; 3.2e+00;H1
076.6287;+41.2344; 3.28;B3V           ; 3.8e+00;C1
076.6287;+41.2344; 3.17;B3V           ; 3.9e+00;W1
076.6287;+41.2344; 3.17;B3V           ;        ;O6
078.0938;+73.9467; 5.32;B9P           ; 1.9e+00;B33
076.7067;+43.1747; 6.16;F2IIP         ; 1.7e+01;W1
076.3488; +1.1775; 6.17;C5.4          ;        ;D23
075.7029;-49.1514; 5.39;F4V           ; 1.1e+00;J3
075.5712;-56.0806; 7.02;G5V           ; 8.8e-01;J3
075.9750;-41.7450; 6.30;F8            ; 1.1e+00;W1
076.3654;-22.3711; 3.19;K5III         ;        ;O6
076.3654;-22.3711; 3.18;K5III         ; 4.8e+01;W1
076.8625;+18.6450; 5.70;              ; 1.0e+00;J3
076.8625;+18.6450; 4.90;G4V           ; 1.0e+00;J3
076.6904; -4.6553; 5.08;B9.5V         ; 2.2e+00;F4
076.9517;+20.4183; 5.29;A5V           ; 1.3e+00;F4
076.9808;+21.7047; 5.83;B2VP          ; 4.5e+00;W1
076.6529;-13.1225; 6.05;A0V           ; 2.0e+00;F4
076.2417;-49.5778; 4.92;M2III         ; 5.6e+01;W1
077.4258;+39.5864; 8.50;B3            ; 3.8e+00;P4
077.4258;+39.5864;     ;B3            ; 3.5e+00;P4
077.4258;+39.5864; 8.29;B3            ; 4.1e+00;M7
077.4258;+39.5864;     ;B3            ; 3.5e+00;M7
077.4258;+39.5864; 8.50;B3            ; 4.5e+00;J4
077.4258;+39.5864;     ;B3            ; 4.0e+00;J4
077.4258;+39.5864; 8.50;B3            ; 3.8e+00;G2
077.4258;+39.5864;     ;B3            ; 3.5e+00;G2
077.4258;+39.5864; 8.29;B3            ; 3.4e+00;P3
077.4258;+39.5864;     ;B3            ; 3.2e+00;P3
077.4258;+39.5864; 8.70;B2            ; 3.5e-01;B35
077.4258;+39.5864; 8.70;B4-B6         ; 3.4e-01;B35
077.4258;+39.5864; 8.30;B3            ; 3.3e+00;K2
077.4258;+39.5864;     ;B7            ; 3.2e+00;K2
077.4258;+39.5864; 8.50;B3            ; 4.0e+00;C11
077.4258;+39.5864;     ;B6            ; 3.8e+00;C11
076.9625; -5.0864; 2.80;A3III         ; 4.5e+00;W1
076.9625; -5.0864; 2.79;A3III         ; 2.5e+00;J3
076.9625; -5.0864; 2.79;A3II          ;        ;M14
076.9625; -5.0864; 2.80;A3III         ; 3.2e+00;G4
076.9625; -5.0864; 2.79;A3III         ;        ;O6
075.7833;-66.6783;12.81;WN8           ; 1.5e+01;K21
077.0842; -8.6653; 5.79;B8V           ; 2.6e+00;F4
077.3317; +9.8294; 5.43;AM            ; 2.2e+00;B19
077.3317; +9.8294; 5.43;AM            ; 1.9e+00;G4
077.3317; +9.8294; 5.43;AM            ; 1.4e+00;L19
077.1821; -4.4561; 5.12;F5V           ; 1.1e+00;J3
077.1821; -4.4561; 5.11;F5V           ; 1.5e+00;W1
076.3779;-57.4728; 4.71;F8V           ; 1.3e+00;W1
076.3779;-57.4728; 4.71;F8V           ; 1.0e+00;J3
077.4250;+15.5972; 4.82;F2IV          ;        ;M14
077.4250;+15.5972; 4.82;F2IV          ;        ;B52
077.4250;+15.5972; 4.82;F2IV          ;        ;W1
077.4250;+15.5972; 4.86;F0            ;        ;H1
077.2867; -8.7542; 4.27;B2IV          ; 6.9e+00;W1
077.2867; -8.7542; 4.27;B2IVE         ; 6.8e+00;U4
077.9287;+42.1653;     ;B3.5          ; 4.8e+00;G2
077.9287;+42.1653; 8.21;B3.5          ; 5.2e+00;G2
077.9287;+42.1653;     ;B6            ; 4.3e+00;P13
077.9287;+42.1653; 8.40;B3V           ; 5.2e+00;C11
077.9287;+42.1653;     ;B6            ; 4.3e+00;C11
077.9287;+42.1653; 8.40;B3V           ; 4.7e+00;C11
077.9287;+42.1653; 8.21;B3.5          ; 5.2e+00;P13
077.9287;+42.1653; 8.21;B3.5          ; 5.0e+00;P3
077.9287;+42.1653;     ;B6            ; 4.5e+00;P3
077.9287;+42.1653;     ;B6            ; 3.6e+00;C11
077.9287;+42.1653;     ;B6            ; 3.6e+00;C18
077.9287;+42.1653; 8.38;B3.5          ; 4.7e+00;C18
077.9233;+16.0456; 5.18;K5III         ; 4.8e+01;W1
080.6396;+79.2311; 5.04;F6V           ; 1.1e+00;J3
078.3571;+38.4844; 4.78;A3            ;        ;H1
077.9225; +0.5144; 6.67;B8V           ; 2.6e+00;F4
078.6846;+53.2139; 6.15;A0V           ; 2.3e+00;F4
077.9758; -9.1131; 8.04;K1V           ; 8.2e-01;J3
077.9192;-45.0183; 8.85;M0V           ; 4.3e-01;J3
077.9192;-45.0183; 8.85;M0V           ; 3.2e-01;L6
078.0746;-11.8692; 4.45;B8V           ; 2.7e+00;F4
078.0746;-11.8692; 4.45;B9V           ; 2.8e+00;U4
077.6796;-44.5717; 8.71;G5            ; 7.9e-01;J3
078.8738;+46.4058; 7.90;B9            ; 3.9e-01;K3
078.8738;+46.4058;     ;K3            ; 3.8e-01;K3
078.3229; +2.8614; 4.64;K0            ; 9.8e+00;H1
077.8992;-37.3953; 6.56;K5            ; 4.8e+01;W1
078.2329;-16.2056; 3.28;B9P           ; 3.6e+00;W1
078.2329;-16.2056; 3.31;B9IIIP        ;        ;G28
078.2329;-16.2056; 3.31;B9P           ;        ;O6
078.2329;-16.2056; 3.28;B9P           ; 3.1e+00;B33
078.3887; -8.1478; 6.37;B5V           ;        ;M14
078.3887; -8.1478; 6.35;B5V           ; 3.4e+00;F4
078.3079;-12.9414; 4.30;B8V           ; 2.6e+00;F3
078.8517;+32.6875; 5.14;A9V           ; 1.1e+00;F3
079.3237;+53.5861; 6.50;M6.5          ; 3.0e+02;V9
079.1725;+45.9981; 0.09;G8III         ;        ;B3
079.1725;+45.9981; 0.08;G5IIIE-G0III  ;        ;G14
079.1725;+45.9981; 0.09;G8III         ;        ;B9
079.1725;+45.9981;     ;F             ;        ;B9
079.1725;+45.9981; 0.21;G0            ; 6.6e+00;H1
079.1725;+45.9981;10.16;M2V           ; 5.6e-01;J3
079.1725;+45.9981;13.70;M5            ; 2.5e-01;J3
079.1725;+45.9981; 0.08;G5III         ; 9.1e+00;J3
079.1725;+45.9981; 0.95;G0III         ; 6.6e+00;J3
079.1725;+45.9981;     ;F4            ; 1.1e+01;P5
079.1725;+45.9981; 0.88;G0III         ; 8.8e+00;L12
079.1725;+45.9981; 0.09;G4            ; 1.9e+01;P5
079.1725;+45.9981; 0.08;G0III         ; 9.8e+00;D18
079.1725;+45.9981; 0.73;G5III         ; 1.3e+01;L12
079.1725;+45.9981; 0.96;G0III         ;        ;O6
079.1725;+45.9981; 0.09;G4            ; 1.7e+01;P5
079.1725;+45.9981;     ;F4            ; 1.1e+01;P5
079.1725;+45.9981; 0.71;G5III         ;        ;O6
078.8654;+22.2847; 6.27;A2V           ; 1.7e+00;F4
078.8654;+22.2847; 6.13;A2IV          ; 2.6e+00;W1
079.0754;+34.3122; 5.96;O9.5V         ;        ;O6
079.0754;+34.3122; 5.94;O9.5V         ; 7.1e+00;H28
078.6346; -8.2017; 0.12;B8IA          ;        ;O6
078.6346; -8.2017; 0.08;B8IA          ;        ;B3
078.6346; -8.2017; 0.08;B8IA          ;        ;W20
078.6346; -8.2017; 0.01;B8IA          ;        ;B13
078.6346; -8.2017; 0.08;B8IA          ;        ;H6
078.6346; -8.2017; 0.08;B8IA          ;        ;H9
078.6346; -8.2017; 0.12;B8IA          ; 1.8e+01;B34
078.6346; -8.2017; 0.13;B8IA          ; 3.1e+00;F2
078.6346; -8.2017; 0.12;B8IA          ; 6.2e+01;U6
078.6346; -8.2017; 0.12;B8IA          ; 6.5e+01;U4
078.5837;-15.8267; 7.43;G6V           ; 8.1e-01;J3
074.7125;-82.4706; 5.84;G8III         ; 1.3e+01;W1
078.8404; +0.0603; 8.03;B8V           ; 2.8e+00;F4
077.4250;-68.8833;13.91;WN3P          ; 6.2e+00;K21
079.0171;+11.3414; 5.50;A0V           ; 2.0e+00;F4
079.0171;+11.3414; 5.46;A0III         ; 4.5e+00;W1
079.8662;+58.1175; 6.09;B3IV          ; 5.6e+00;W1
079.1708; +1.9472; 6.40;A0V           ; 2.0e+00;F4
079.1708; +1.9472; 6.43;A0V           ; 2.7e+00;W1
079.5879;+36.6319; 7.55;B3            ; 1.8e+01;P3
079.5879;+36.6319;     ;B3            ; 1.2e+01;P3
079.5879;+36.6319;     ;B3            ; 1.3e+01;G2
079.5879;+36.6319; 7.56;B3            ; 1.6e+01;G2
079.5442;+33.3717; 4.81;K0            ; 1.6e+01;H1
079.3800;+20.1319; 6.80;FSIV          ; 1.7e+00;C11
079.3800;+20.1319;     ;F7V           ; 1.6e+00;C11
079.3800;+20.1319; 6.77;F6V           ; 1.7e+00;L8
079.3800;+20.1319;     ;F6V           ; 1.6e+00;L8
079.5787;+33.7672; 5.90;B9            ; 1.9e+00;P2
079.5787;+33.7672;     ;B9            ; 1.7e+00;P2
079.5787;+33.7672; 5.90;B9V           ; 1.8e+00;P12
079.5787;+33.7672;     ;B8V           ; 1.8e+00;L8
079.5787;+33.7672; 5.90;B9            ; 1.8e+00;P5
079.5787;+33.7672;     ;A0            ; 1.7e+00;P5
079.5787;+33.7672;     ;B9V           ; 1.8e+00;P12
079.5787;+33.7672; 6.14;B9.5V         ; 2.2e+00;F4
079.5787;+33.7672; 6.17;B9VP          ; 1.8e+00;N10
079.5787;+33.7672;     ;              ; 1.8e+00;N10
079.5787;+33.7672; 5.90;B9            ; 1.8e+00;G2
079.5787;+33.7672;     ;A0            ; 1.8e+00;G2
079.5787;+33.7672; 5.80;B9            ; 3.1e+00;W1
079.5787;+33.7672;     ;A0            ; 1.7e+00;P1
079.5787;+33.7672; 5.50;B9            ; 1.8e+00;K2
079.5787;+33.7672;     ;A0            ; 1.8e+00;K2
079.5787;+33.7672;     ;B9V           ; 1.8e+00;C11
079.5787;+33.7672; 6.11;B9V           ; 1.8e+00;C11
079.5787;+33.7672; 5.90;B9            ; 1.9e+00;P1
079.5787;+33.7672; 5.26;B9            ; 1.8e+00;P3
079.5787;+33.7672; 5.26;B8            ; 1.8e+00;H3
079.5787;+33.7672;     ;B9.5          ; 1.8e+00;H3
079.5787;+33.7672; 6.16;B9V           ; 1.8e+00;L8
079.5787;+33.7672;     ;B9            ; 1.8e+00;P3
079.5787;+33.7672; 5.90;B9            ; 1.8e+00;M7
079.5787;+33.7672;     ;B9            ; 1.8e+00;M7
079.7854;+40.0992; 4.71;G2IV-V        ;        ;B53
079.7854;+40.0992; 4.71;G2IV-V        ;        ;B52
079.7854;+40.0992; 4.85;G0            ; 9.0e-01;H1
079.7854;+40.0992; 4.71;G0V           ; 1.1e+00;J3
079.7500;+33.7483; 5.38;AP            ; 3.1e+00;S2
079.4017; -6.8444; 3.60;B5III         ;        ;M14
079.4017; -6.8444; 3.60;B5III         ;        ;M19
079.4017; -6.8444; 3.60;B5III         ;        ;O6
079.4017; -6.8444; 3.60;B5III         ; 5.4e+00;U4
080.0612;+41.0861; 5.51;A3V           ; 1.6e+00;F4
079.8192;+22.0964; 5.00;G8III         ; 1.3e+01;W1
080.0038;+33.9581; 5.03;A5II          ; 1.5e+01;W1
079.3712;-34.8953; 4.82;K0IV          ; 3.8e+00;W1
078.4396;-67.1853; 4.82;K2III         ; 1.6e+01;W1
080.1796;+37.4386; 6.79;O7II          ; 1.0e+01;H28
079.7967; +2.5958; 5.34;F5II          ; 1.8e+01;W1
079.8029; -3.0739; 7.75;K3V           ; 7.5e-01;J3
079.8029; -3.0739;13.70;M2            ; 3.7e-01;J3
079.7104;-18.1300; 5.96;G0V           ; 9.6e-01;J3
079.6967;-21.3939; 9.60;M0V           ; 6.5e-01;J3
079.6967;-21.3939;11.60;              ; 4.4e-01;J3
080.4517;+41.8044; 5.09;B5V           ; 3.4e+00;W1
080.4517;+41.8044; 5.19;B5V           ; 3.2e+00;F4
080.2471;+27.9572; 6.26;B8V           ; 3.2e+00;W1
080.8658;+57.5444; 5.21;A0VN          ; 2.0e+00;F3
080.3029;+29.5700; 5.72;A2V           ; 2.2e+00;W1
079.8937;-13.1767; 4.29;B0.5IV        ; 7.3e+00;U4
079.8937;-13.1767; 4.29;B0.5V         ; 7.7e+01;R13
079.8937;-13.1767; 4.29;B0.5IV        ;        ;M14
080.4537;+32.5119; 9.59;NV            ; 3.4e+02;L24
079.9958;-12.3156; 5.27;B7V           ; 3.0e+00;F4
079.9958;-12.3156; 5.29;B7VNN         ; 3.0e+00;W1
079.8487;-27.3689; 5.98;A0IV          ; 3.0e+00;W1
080.3304; +4.0119; 6.52;B5VP          ; 3.6e+00;F4
080.3304; +4.0119; 6.57;B5P           ; 4.7e+01;J9
080.1121;-21.2397; 4.69;A0V           ; 2.0e+00;F4
080.4317; +8.4286; 5.80;B1V           ; 6.6e+00;W1
080.4404; -0.3825; 4.65;B3            ; 5.4e+00;H1
080.4404; -0.3825; 4.73;B2IV          ; 6.9e+00;W1
079.8421;-50.6058; 5.44;F8III         ; 5.3e+00;W1
080.8454;+28.9367; 6.38;B9V           ; 3.1e+00;W1
080.4625;-13.7556; 6.60;B8V           ; 2.7e+00;F4
080.7083; +3.5444; 4.99;B3            ; 2.2e+00;H1
080.9100;+17.3242; 7.97;K5V           ; 7.8e-01;J3
080.9071;+16.6992; 6.02;A2V           ; 2.2e+00;W1
080.7921; +1.1397; 7.97;B6V           ; 3.3e+00;F4
081.1604;+31.1431; 5.90;B9III         ; 3.6e+00;W1
080.8796; +5.3231; 6.33;A2V           ; 1.8e+00;F4
081.1062;+17.3836; 5.01;F8V           ; 1.1e+00;J3
081.1062;+17.3836; 4.98;F8V           ; 1.3e+00;W1
080.9262; -0.1597; 5.70;B2V           ; 4.5e+00;W1
082.4454;+69.4958; 8.58;B9V           ; 2.8e+00;L8
082.4454;+69.4958;     ;B8V           ; 2.1e+00;L8
082.4454;+69.4958; 8.20;B8V           ; 2.5e+00;G8
082.4454;+69.4958;     ;B9.5V         ; 2.2e+00;G8
080.8758;-13.9272; 5.24;B2IV          ; 6.9e+00;W1
080.9867; -7.8081; 4.13;G8III         ; 1.3e+01;W1
081.1504; +2.3531; 6.32;B5V           ; 3.4e+00;W1
081.1504; +2.3531; 6.31;B5V           ; 3.3e+00;F4
081.1204; -0.8914; 5.15;K0III         ; 1.2e+01;W1
081.1192; -2.3972; 3.44;B1            ; 4.6e+00;H1
081.1867; +1.8464; 4.73;B3P           ;        ;H1
081.1867; +1.8464; 4.94;B1VPE         ; 6.6e+00;W1
081.1867; +1.8464; 4.95;B1.5IVE       ; 6.4e+00;U4
081.2829; +6.3497; 1.64;B2III         ; 8.1e+00;R13
081.2829; +6.3497; 1.64;B2III         ; 8.4e+00;W1
081.2829; +6.3497; 1.70;B2            ; 4.7e+00;H1
081.2829; +6.3497; 1.64;B2III         ;        ;M14
081.2829; +6.3497; 1.64;B2III         ;        ;H6
081.2829; +6.3497; 1.64;B2III         ; 7.9e+00;U4
081.2829; +6.3497; 1.64;B2III         ;        ;H9
081.2829; +6.3497; 1.57;B2III         ;        ;B13
081.2829; +6.3497; 1.64;B2III         ;        ;O6
081.5729;+28.6075; 1.78;B8            ; 2.3e+00;H1
081.5729;+28.6075; 1.65;B7III         ; 5.2e+00;W1
081.5729;+28.6075; 1.65;B7III         ;        ;M14
081.5729;+28.6075; 1.65;B6IV          ; 4.2e+00;U4
081.5729;+28.6075; 1.65;B7IIVII       ;        ;M19
081.5729;+28.6075; 1.65;B7III         ;        ;O6
081.2975; +1.9233; 7.41;B8V           ; 2.7e+00;F4
081.2550; -2.8156; 7.33;B5V           ; 3.5e+00;F4
081.1188;-16.9758; 5.62;A1V           ; 1.8e+00;F4
081.7771;+34.1558; 6.80;NE            ;        ;D23
081.4458; +0.5203; 6.17;B3V           ; 3.9e+00;W1
081.7846;+30.2086; 5.65;B9IB          ; 4.0e+01;W1
081.9121;+34.4758; 5.12;K3IIIP        ; 1.6e+01;W1
081.5100; -5.5186; 6.26;B9V           ; 3.1e+00;W1
081.5100; -5.5186; 6.22;B9.5VN        ; 2.2e+00;F4
081.9683;+34.7828; 8.19;B1P           ; 5.3e+00;M9
081.9683;+34.7828;     ;B0P           ; 4.8e+00;M9
081.9683;+34.7828;     ;B1P           ; 6.5e+00;G19
081.9683;+34.7828; 8.19;B2            ; 3.9e-01;K3
081.9683;+34.7828;     ;B2            ; 3.7e-01;K3
081.9683;+34.7828; 6.19;B0P           ; 6.7e+00;G19
081.6617; +6.8686; 6.40;A0VN          ; 2.1e+00;F4
081.6300; +2.9358; 6.50;B9V           ; 2.4e+00;F4
081.8079;+15.2575; 6.01;A2VP          ; 2.2e+00;W1
081.8079;+15.2575; 6.08;A2VP          ; 1.7e+00;F3
081.9087;+21.9369; 4.88;B2.5IV        ;        ;M14
081.9087;+21.9369; 4.83;B3            ;        ;H1
081.7092; +3.0956; 4.66;B2            ; 2.2e+00;H1
081.7092; +3.0956; 4.59;B2IV          ;        ;M14
081.9400;+15.8742; 5.50;B9V           ; 2.5e+00;F4
081.9400;+15.8742; 5.47;B9V           ; 3.1e+00;W1
081.9037; +1.1075; 7.67;B8V           ; 2.8e+00;F4
081.9758; +1.1050; 7.78;B8V           ; 2.6e+00;F4
082.1450;+13.6789; 6.35;A4V           ; 1.6e+00;F4
082.1450;+13.6789; 6.23;A4V           ; 2.0e+00;W1
082.0062; +1.2983; 6.38;B2            ; 4.5e+00;W1
082.4279;+35.3750;     ;O9.5III       ; 9.3e+00;L8
082.4279;+35.3750; 6.73;O9.5III       ; 1.3e+01;L8
082.1087; -3.4994; 7.63;K5V           ; 7.7e-01;J3
080.5792;-71.6083;12.70;WN7           ; 1.7e+01;K21
082.0612;-20.7594; 2.84;G5III         ;        ;O6
082.2537; -4.6925; 7.50;M9            ; 5.3e+02;V9
082.5629;+20.5517; 6.90;B5            ;        ;T7
082.3558; -7.2608; 6.67;B5V           ; 3.4e+00;F4
082.6092;+15.3606; 5.93;A2V           ; 1.9e+00;F4
082.6092;+15.3606; 5.74;A3V           ; 2.0e+00;W1
082.4333; -1.0922; 4.97;K5            ;        ;H1
082.5829; +4.2047; 6.70;K2III         ; 1.6e+01;W1
082.7762;+18.5603; 8.80;MB            ;        ;R10
082.6962; +5.9481; 4.32;B3            ; 2.0e+00;H1
083.1821;+32.1919; 4.89;B5IAB         ; 5.2e+01;W1
083.1821;+32.1919; 4.88;B1            ;        ;H1
083.1821;+32.1919; 4.76;B5IAB         ;        ;O6
083.0533;+18.5942; 4.40;M2III         ;        ;R10
083.0533;+18.5942; 4.49;M2IAB-IB      ;        ;Q2
083.0533;+18.5942; 4.33;M2.2IAB       ; 5.1e+02;W22
083.0533;+18.5942; 4.73;MA            ; 2.4e+02;H1
083.0533;+18.5942; 4.35;M2IB          ;        ;B28
083.0533;+18.5942; 4.38;M2IB          ;        ;O6
083.0533;+18.5942; 4.73;M2IB          ; 5.4e+02;W1
083.0533;+18.5942; 4.33;M2IB          ;        ;W23
082.8642; -3.6772; 7.97;M1V           ;        ;O6
082.8642; -3.6772; 7.97;M1V           ; 6.2e-01;J3
082.8642; -3.6772; 7.94;M3            ; 6.7e-01;D24
082.8642; -3.6772; 7.97;M1V           ; 7.9e-01;L6
082.8642; -3.6772; 7.92;M1V           ; 6.5e-01;P31
082.8371; -6.7083; 6.24;B2V           ; 4.5e+00;W1
081.9142;-60.4161; 6.97;G5V           ; 9.2e-01;J3
082.9188; -1.1258; 8.94;B9V           ; 2.4e+00;F4
082.7817;-20.8636; 5.51;A0V           ; 2.0e+00;F4
083.0017; -0.2992; 2.24;O9.5I         ; 1.7e+01;R13
083.0017; -0.2992;     ;A             ; 9.2e+00;G2
083.0017; -0.2992; 2.50;B0            ; 1.5e+01;G2
083.0017; -0.2992; 2.23;O9.5I         ; 1.6e+01;U4
083.0017; -0.2992;     ;B0            ; 8.0e+00;P3
083.0017; -0.2992; 2.23;O9.5II        ;        ;O6
083.0017; -0.2992; 2.40;B0            ; 1.8e+01;P3
083.0017; -0.2992; 2.48;B0            ; 7.7e+00;H1
083.4092;+34.7256; 6.00;A4V           ; 2.0e+00;W1
083.0167; -1.4792; 9.19;B9.5V         ; 2.2e+00;F4
082.9829; -7.3017; 4.62;O9V           ; 7.2e+00;U4
083.0292; -6.7083; 7.65;B6V           ; 3.2e+00;F4
084.3129;+64.1547; 6.09;A0V           ; 2.0e+00;F3
083.4117;+20.4742; 6.19;B6V           ; 3.5e+00;F4
083.4117;+20.4742; 6.04;B6V           ; 3.2e+00;W1
083.4117;+20.4742; 6.18;B6V           ;        ;T7
083.1925; -1.0331; 9.32;B9V           ; 2.4e+00;F4
083.3071; +7.1533; 7.98;C6.4          ;        ;D23
083.1937; -4.9608; 8.74;A4VN          ; 1.6e+00;F4
083.2871; +3.1311; 7.57;B6V           ; 3.1e+00;F4
083.2654; -1.2411; 7.85;B9V           ; 2.4e+00;F3
083.1825;-17.8222; 2.58;F0IB          ;        ;O6
083.1825;-17.8222; 2.58;F0IB          ; 2.3e+01;G14
083.3550; -1.0586; 8.59;A0V           ; 2.1e+00;F4
083.3808; -1.1561;     ;B5            ; 3.0e+00;K2
083.3808; -1.1561; 5.10;B1            ; 6.2e+00;K2
083.3808; -1.1561;     ;B5-B9V        ; 2.1e+00;C11
083.3808; -1.1561; 5.33;B1V           ; 6.6e+00;W1
083.3808; -1.1561;     ;B4            ; 1.4e+00;M7
083.3808; -1.1561; 5.00;B1V           ; 3.0e+00;M7
083.3808; -1.1561; 5.38;B1V           ; 4.4e+00;C11
083.3808; -1.1561; 5.10;B2            ; 3.2e+00;P3
083.3808; -1.1561;     ;B7V           ; 2.2e+00;L8
083.3808; -1.1561; 5.34;B1V           ; 4.5e+00;L8
083.3808; -1.1561;     ;A             ; 1.6e+00;G2
083.3808; -1.1561; 5.00;B2            ; 3.3e+00;G2
083.3808; -1.1561;     ;B9            ; 1.6e+00;P3
083.3658; -6.0489; 9.77;A3V           ; 1.6e+00;F4
083.4900; +1.4078; 6.59;B2V           ; 4.5e+00;W1
083.4429; -5.1606; 9.67;F2IV-V        ; 1.1e+00;F4
083.5096; -0.4764; 7.63;B7V           ;        ;M14
083.5096; -0.4764; 7.60;B7V           ; 3.0e+00;F4
081.3292;-75.6925; 7.17;G0            ; 9.2e-01;J3
083.5700; +3.7669; 5.36;A2V           ;        ;M14
083.5162; -1.0358; 6.22;B2.5V         ;        ;M14
083.5021; -1.7544; 8.49;B6V           ; 3.7e+00;F4
083.8629;+24.0397; 5.16;B3V           ; 3.9e+00;W1
083.8629;+24.0397; 5.38;B2.5IV        ;        ;M14
083.7050; +9.4894; 4.41;B0IV          ;        ;M14
083.7050; +9.4894; 4.53;B0            ; 3.6e+00;H1
083.7050; +9.4894; 4.41;B0IV          ;        ;O6
083.6037; -0.7633; 8.61;A0V           ; 2.1e+00;F4
083.6404; -0.3864; 8.55;B6VN          ; 3.6e+00;F4
083.6096; -4.3711; 8.13;B7V           ;        ;M14
083.6096; -4.3711; 8.11;B7V           ; 3.0e+00;F4
083.7842; +9.9347; 3.49;OE5           ; 8.1e+00;H1
083.7842; +9.9347; 3.66;O8F           ;        ;O6
083.7842; +9.9347; 3.66;O8III         ; 1.0e+01;U4
083.6350; -4.4875; 7.42;B8V           ;        ;M14
083.6350; -4.4875; 7.41;B8V           ; 2.7e+00;F4
083.6396; -5.7147; 9.29;A2V           ; 1.8e+00;F4
083.6800; -4.3919; 7.23;B5V           ; 3.5e+00;F4
084.2183;+40.1825; 6.00;G3IB          ; 1.2e+02;W1
083.8033; +9.6133; 6.70;B2IV-V        ;        ;M14
083.7354; -0.1228; 7.08;B6V           ; 3.3e+00;F4
083.6763; -5.1208; 9.59;B9VP          ; 2.4e+00;F4
083.7512; -0.8156; 7.80;B9V           ; 2.5e+00;F3
083.6958; -5.5708; 7.95;A0V           ; 2.4e+00;F4
083.7883; -0.2697; 7.48;B7V           ; 2.9e+00;F4
083.7883; -0.2697; 7.51;B7V           ;        ;M14
083.7458; -4.3542; 7.56;B5V           ;        ;M14
083.7458; -4.3542; 7.54;B5V           ; 3.4e+00;F4
083.7504; -4.5269; 9.63;A5VN          ; 1.6e+00;F4
083.7304; -5.5061; 8.95;B8V           ; 2.6e+00;F4
